Sigla;Código;Município;Renda per capita média (Atlas DH - Censo) (2010);Percentual da população de 25 anos ou mais com ensino médio completo (Atlas DH - Censo) (2010);
PB;2515203;São Sebastião do Umbuzeiro;263,04;15,84;
PB;2515302;Sapé;266,29;17,39;
PB;2515401;Seridó;214,38;11,16;
PB;2515500;Serra Branca;330,05;22,14;
PB;2515609;Serra da Raiz;278,22;18,78;
PB;2515708;Serra Grande;244,05;12,82;
PB;2515807;Serra Redonda;268,53;13,48;
PB;2515906;Serraria;224,2;12,82;
PB;2515930;Sertãozinho;252,11;17,9;
PB;2515971;Sobrado;210,08;11,01;
PB;2516003;Solânea;318,38;17,19;
PB;2516102;Soledade;330,05;18,92;
PB;2516151;Sossêgo;218,2;11,53;
PB;2516201;Sousa;443,81;24,36;
PB;2516300;Sumé;339,68;20,13;
PB;2516409;Campo de Santana;195,07;14,12;
PB;2516508;Taperoá;267,88;15,05;
PB;2516607;Tavares;260,75;10,99;
PB;2516706;Teixeira;271,44;22,91;
PB;2516755;Tenório;269,63;13,97;
PB;2516805;Triunfo;292,24;15,75;
PB;2516904;Uiraúna;361,37;20,83;
PB;2517001;Umbuzeiro;237,25;14,94;
PB;2517100;Várzea;377,4;29,02;
PB;2517209;Vieirópolis;226,49;10,21;
PB;2517407;Zabelê;272,94;18,95;
PE;2600054;Abreu e Lima;390,4;32,65;
PE;2600104;Afogados da Ingazeira;386,56;24,35;
PE;2600203;Afrânio;233,59;11,4;
PE;2600302;Agrestina;297,02;12,49;
PE;2600401;Água Preta;195,47;15,32;
PE;2600500;Águas Belas;239,3;12,59;
PE;2600609;Alagoinha;275,5;16,84;
PE;2600708;Aliança;269,86;17,52;
PE;2600807;Altinho;259,21;13,5;
PE;2600906;Amaraji;286,59;13,72;
PE;2601003;Angelim;253,26;15,06;
PE;2601052;Araçoiaba;236,1;17,88;
PE;2601102;Araripina;324,01;17,41;
PE;2601201;Arcoverde;469,53;33,05;
PE;2601300;Barra de Guabiraba;257,4;15,28;
PE;2601409;Barreiros;263,2;24,79;
PE;2601508;Belém de Maria;226,82;15,35;
PE;2601607;Belém de São Francisco;357,77;27,58;
PE;2601706;Belo Jardim;372,93;22,12;
PE;2601805;Betânia;220,19;10,76;
PE;2601904;Bezerros;351,75;15,57;
PE;2602001;Bodocó;234,36;15,27;
PE;2602100;Bom Conselho;305,57;16,51;
PE;2602209;Bom Jardim;248,98;14,87;
PE;2602308;Bonito;258,52;14,85;
PE;2602407;Brejão;230,85;13,73;
PE;2602506;Brejinho;266,21;14,12;
PE;2602605;Brejo da Madre de Deus;296,7;11,09;
PE;2602704;Buenos Aires;254,03;17,14;
PE;2602803;Buíque;176,76;9,18;
PE;2602902;Cabo de Santo Agostinho;467,07;33,48;
PE;2603009;Cabrobó;298,14;19,79;
PE;2603108;Cachoeirinha;308,18;13,5;
PE;2603207;Caetés;176,77;7,69;
PE;2603306;Calçado;215,47;13,15;
PE;2603405;Calumbi;272,66;12,89;
PE;2603454;Camaragibe;473,78;35,45;
PE;2603504;Camocim de São Félix;305,53;13,4;
PE;2603603;Camutanga;278,04;20,86;
PE;2603702;Canhotinho;234,75;14,93;
PE;2603801;Capoeiras;215,71;10,44;
PE;2603900;Carnaíba;229,87;15,24;
PE;2603926;Carnaubeira da Penha;170,02;17,68;
PE;2604007;Carpina;403,76;33,81;
PE;2604106;Caruaru;553,99;29,23;
PE;2604155;Casinhas;200,83;11,14;
PE;2604205;Catende;292,74;23,88;
PE;2604304;Cedro;269,64;20,02;
PE;2604403;Chã de Alegria;239,04;20,94;
PE;2604502;Chã Grande;341,34;14,76;
PE;2604601;Condado;297,68;21,95;
PE;2604700;Correntes;247,2;15,26;
PE;2604809;Cortês;232,22;16,78;
PE;2604908;Cumaru;249,32;13,13;
PE;2605004;Cupira;336,81;15,77;
PE;2605103;Custódia;350;15,46;
PE;2605152;Dormentes;257,72;15,18;
PE;2605202;Escada;322,46;24,4;
PE;2605301;Exu;234,83;16,33;
PE;2605400;Feira Nova;296,5;12,78;
PE;2605459;Fernando de Noronha;1034,14;39,89;
PE;2605509;Ferreiros;311,83;17,34;
PE;2605608;Flores;236,31;11,36;
PE;2605707;Floresta;310,39;28,44;
PE;2605806;Frei Miguelinho;286,08;8,42;
PE;2605905;Gameleira;231,5;23,13;
PE;2606002;Garanhuns;492,44;31,07;
PE;2606101;Glória do Goitá;278,33;15,72;
PE;2606200;Goiana;364,77;30,95;
PE;2606309;Granito;234,9;16,27;
PE;2606408;Gravatá;402,96;19,15;
PE;2606507;Iati;200,95;9,86;
PE;2606606;Ibimirim;220,98;13,88;
PE;2606705;Ibirajuba;238,23;12,42;
PE;2606804;Igarassu;384,1;31,72;
PE;2606903;Iguaraci;295,88;12,27;
PE;2607000;Inajá;182,73;14,54;
PE;2607109;Ingazeira;286,41;18,68;
PE;2607208;Ipojuca;362,68;22,52;
PE;2607307;Ipubi;231,47;13,88;
PE;2607406;Itacuruba;271,71;29,43;
PE;2607505;Itaíba;218,32;8,99;
PE;2607604;Itamaracá;394,85;25,33;
PE;2607653;Itambé;271;17,28;
PE;2607703;Itapetim;331,14;15,76;
PE;2607752;Itapissuma;312,47;22,97;
PE;2607802;Itaquitinga;251,09;19,06;
PE;2607901;Jaboatão dos Guararapes;593,9;38,87;
PE;2607950;Jaqueira;256,76;14,9;
PE;2608008;Jataúba;244,26;10,61;
PE;2608057;Jatobá;342,33;22,98;
PE;2608107;João Alfredo;276,15;10,21;
PE;2608206;Joaquim Nabuco;263,01;13,58;
PE;2608255;Jucati;232,08;11,23;
PE;2608305;Jupi;260,42;13,56;
PE;2608404;Jurema;206,22;8,06;
PE;2608453;Lagoa do Carro;271,36;17,56;
PE;2608503;Lagoa do Itaenga;252,8;14,7;
PE;2608602;Lagoa do Ouro;224,13;10,74;
PE;2608701;Lagoa dos Gatos;253,4;11,08;
PE;2608750;Lagoa Grande;296,99;18,52;
PE;2608800;Lajedo;333,52;16,42;
PE;2608909;Limoeiro;398,37;25,82;
PE;2609006;Macaparana;278,93;17,24;
PE;2609105;Machados;231,75;14,91;
PE;2609154;Manari;155,49;6,28;
PE;2609204;Maraial;232,31;12,87;
PE;2609303;Mirandiba;193,86;19,19;
PE;2609402;Moreno;356,7;24,78;
PE;2609501;Nazaré da Mata;351,46;26;
PE;2609600;Olinda;640,13;45,71;
PE;2609709;Orobó;237,64;14,77;
PE;2609808;Orocó;224,41;20,03;
PE;2609907;Ouricuri;291,75;15,59;
PE;2610004;Palmares;311,09;27,24;
PE;2610103;Palmeirina;251,44;16,64;
PE;2610202;Panelas;238,61;11,16;
PE;2610301;Paranatama;213,74;11,42;
PE;2610400;Parnamirim;255,27;19,4;
PE;2610509;Passira;259,04;13,09;
PE;2610608;Paudalho;360,06;23,36;
PE;2610707;Paulista;528,04;46,24;
PE;2610806;Pedra;244,48;17,59;
PE;2610905;Pesqueira;329,16;21,87;
PE;2611002;Petrolândia;344,04;25,53;
PE;2611101;Petrolina;605,06;36,21;
PE;2611200;Poção;233,91;14,18;
PE;2611309;Pombos;302,97;13,97;
PE;2611408;Primavera;281,27;16,24;
PE;2611507;Quipapá;215,92;10,55;
PE;2611533;Quixaba;216,87;10,55;
PE;2611606;Recife;1144,26;49,62;
PE;2611705;Riacho das Almas;306,61;10,29;
PE;2611804;Ribeirão;324,47;23,59;
PE;2611903;Rio Formoso;264,16;23,65;
PE;2612000;Sairé;297,91;10;
PE;2612109;Salgadinho;198,91;13,14;
PE;2612208;Salgueiro;441,79;28,62;
PE;2612307;Saloá;259,1;11,67;
PE;2612406;Sanharó;267,58;16,43;
PE;2612455;Santa Cruz;206,07;12,42;
PE;2612471;Santa Cruz da Baixa Verde;256,26;16,17;
PE;2612505;Santa Cruz do Capibaribe;507,05;16,61;
PE;2612554;Santa Filomena;175,48;10,61;
PE;2612604;Santa Maria da Boa Vista;267,86;19,06;
PE;2612703;Santa Maria do Cambucá;279,1;9,71;
PE;2612802;Santa Terezinha;229,83;17,47;
PE;2612901;São Benedito do Sul;178,27;13,55;
PE;2613008;São Bento do Una;319,47;13,49;
PE;2613107;São Caitano;300,16;12,38;
PE;2613206;São João;269,44;11,61;
PE;2613305;São Joaquim do Monte;244,22;9,48;
PE;2613404;São José da Coroa Grande;304,5;25,41;
PE;2613503;São José do Belmonte;275,14;19,27;
PE;2613602;São José do Egito;338,9;19,98;
PE;2613701;São Lourenço da Mata;364,43;28,11;
PE;2613800;São Vicente Ferrer;257,47;13,01;
PE;2613909;Serra Talhada;407,34;26,04;
PE;2614006;Serrita;233,56;19,66;
PE;2614105;Sertânia;337,53;20,12;
PE;2614204;Sirinhaém;273,75;19,25;
PE;2614303;Moreilândia;206,11;18,45;
PE;2614402;Solidão;240,64;14,64;
PE;2614501;Surubim;372,11;20,78;
PE;2614600;Tabira;278,14;16,66;
PE;2614709;Tacaimbó;225,21;12,28;
PE;2614808;Tacaratu;205,06;15,62;
PE;2614857;Tamandaré;301,15;21,16;
PE;2615003;Taquaritinga do Norte;419,74;15,67;
PE;2615102;Terezinha;225,28;13,25;
PE;2615201;Terra Nova;237,89;19,95;
PE;2615300;Timbaúba;318,8;21,25;
PE;2615409;Toritama;470,44;14,33;
PE;2615508;Tracunhaém;272,81;16,23;
PE;2615607;Trindade;338,39;17,02;
PE;2615706;Triunfo;389,44;24,89;
PE;2615805;Tupanatinga;172,52;9,86;
PE;2615904;Tuparetama;360,29;17,65;
PE;2616001;Venturosa;276,94;15,15;
PE;2616100;Verdejante;260,66;17,74;
PE;2616183;Vertente do Lério;219,88;10,41;
PE;2616209;Vertentes;337,92;14,02;
PE;2616308;Vicência;246,44;17,06;
PE;2616407;Vitória de Santo Antão;401,16;23,2;
PE;2616506;Xexéu;243,39;17,79;
PE;2699919;Muribeca;;;
PE;2699929;Nossa Senhora do Ó de Goyanna;;;
PE;2699939;Cimbres;;;
PI;2200053;Acauã;199,35;8,07;
PI;2200103;Agricolândia;245,68;19,16;
PI;2200202;Água Branca;335,63;25,7;
PI;2200251;Alagoinha do Piauí;222,87;9,11;
PI;2200277;Alegrete do Piauí;268,12;13,56;
PI;2200301;Alto Longá;272,28;12,44;
PI;2200400;Altos;314,48;20,32;
PI;2200459;Alvorada do Gurguéia;203,23;17,44;
PI;2200509;Amarante;284,71;20,39;
PI;2200608;Angical do Piauí;356,17;17,6;
PI;2200707;Anísio de Abreu;221,91;13,88;
PI;2200806;Antônio Almeida;293,53;20,3;
PI;2200905;Aroazes;265,91;15,28;
PI;2200954;Aroeiras de Itaim;182,29;5,68;
PI;2201002;Arraial;195,46;13,41;
PI;2201051;Assunção do Piauí;141,79;8,54;
PI;2201101;Avelino Lopes;218,97;13,61;
PI;2201150;Baixa Grande do Ribeiro;225,94;12,62;
PI;2201176;Barra D'Alcântara;211,18;12,69;
PI;2201200;Barras;257,99;16,38;
PI;2201309;Barreiras do Piauí;260,79;18,98;
PI;2201408;Barro Duro;359,06;17,39;
PI;2201507;Batalha;230,66;10,79;
PI;2201556;Bela Vista do Piauí;203,61;13,69;
PI;2201572;Belém do Piauí;226,26;11,62;
PI;2201606;Beneditinos;263,09;9,3;
PI;2201705;Bertolínia;325,94;17,89;
PI;2201739;Betânia do Piauí;164,69;7,69;
PI;2201770;Boa Hora;221,27;12,97;
PI;2201804;Bocaina;366,07;18,79;
PI;2201903;Bom Jesus;501,14;30,43;
PI;2201919;Bom Princípio do Piauí;211,44;11,17;
PI;2201929;Bonfim do Piauí;233,05;10,08;
PI;2201945;Boqueirão do Piauí;253,4;10,77;
PI;2201960;Brasileira;281,71;9,8;
PI;2201988;Brejo do Piauí;218,15;8,41;
PI;2202000;Buriti dos Lopes;236,13;12,84;
PI;2202026;Buriti dos Montes;212,72;10,13;
PI;2202059;Cabeceiras do Piauí;229,86;10,09;
PI;2202075;Cajazeiras do Piauí;210,45;12,05;
PI;2202083;Cajueiro da Praia;246,88;12,32;
PI;2202091;Caldeirão Grande do Piauí;262,36;11,99;
PI;2202109;Campinas do Piauí;209;11,16;
PI;2202117;Campo Alegre do Fidalgo;213,61;9,58;
PI;2202133;Campo Grande do Piauí;237,66;7,93;
PI;2202174;Campo Largo do Piauí;158,02;12,5;
PI;2202208;Campo Maior;401,74;23,71;
PI;2202251;Canavieira;209,47;15,79;
PI;2202307;Canto do Buriti;279,71;14,94;
PI;2202406;Capitão de Campos;248,79;11,43;
PI;2202455;Capitão Gervásio Oliveira;182,53;10,04;
PI;2202505;Caracol;221,08;10,51;
PI;2202539;Caraúbas do Piauí;158,13;6,55;
PI;2202554;Caridade do Piauí;203,34;13,25;
PI;2202604;Castelo do Piauí;270,82;13,8;
PI;2202653;Caxingó;177,35;6,62;
PI;2202703;Cocal;198,58;9,16;
PI;2202711;Cocal de Telha;245,15;7,57;
PI;2202729;Cocal dos Alves;183,59;7,59;
PI;2202737;Coivaras;234,94;12,36;
PI;2202752;Colônia do Gurguéia;291,37;21,33;
PI;2202778;Colônia do Piauí;277,73;10,57;
PI;2202802;Conceição do Canindé;258,93;13,77;
PI;2202851;Coronel José Dias;200,41;13,32;
PI;2202901;Corrente;378,39;28,52;
PI;2203008;Cristalândia do Piauí;204,49;15,23;
PI;2203107;Cristino Castro;307,32;15,63;
PI;2203206;Curimatá;285,52;20,92;
PI;2203230;Currais;168,68;10,55;
PI;2203255;Curralinhos;193,65;11,96;
PI;2203271;Curral Novo do Piauí;186,24;8,35;
PI;2203305;Demerval Lobão;311,48;19,55;
PI;2203354;Dirceu Arcoverde;265,3;13,85;
PI;2203404;Dom Expedito Lopes;300,31;14,91;
PI;2203420;Domingos Mourão;240,24;9,58;
PI;2203453;Dom Inocêncio;177,27;7,51;
PI;2203503;Elesbão Veloso;283,38;13,62;
PI;2203602;Eliseu Martins;370,7;17,68;
PI;2203701;Esperantina;293,39;18,17;
PI;2203750;Fartura do Piauí;186,85;11,75;
PI;2203800;Flores do Piauí;210,02;11,46;
PI;2203859;Floresta do Piauí;216,87;10,44;
PI;2203909;Floriano;536,3;34,73;
PI;2204006;Francinópolis;206,73;15,98;
PI;2204105;Francisco Ayres;268,41;12,63;
PI;2204154;Francisco Macedo;273,23;10,09;
PI;2204204;Francisco Santos;330,49;14,91;
PI;2204303;Fronteiras;380,62;19,85;
PI;2204352;Geminiano;208,67;9,06;
PI;2204402;Gilbués;285,45;15,46;
PI;2204501;Guadalupe;426,79;20,66;
PI;2204550;Guaribas;162,06;9,78;
PI;2204600;Hugo Napoleão;214,09;19,55;
PI;2204659;Ilha Grande;221,81;18,94;
PI;2204709;Inhuma;263,73;17,83;
PI;2204808;Ipiranga do Piauí;261,12;18,26;
PI;2204907;Isaías Coelho;397,98;9,97;
PI;2205003;Itainópolis;237,76;10,45;
PI;2205102;Itaueira;321,64;13,26;
PI;2205151;Jacobina do Piauí;190,04;9,43;
PI;2205201;Jaicós;254,28;14,57;
PI;2205250;Jardim do Mulato;219,06;15,8;
PI;2205276;Jatobá do Piauí;209,21;8,98;
PI;2205300;Jerumenha;275,19;15,45;
PI;2205359;João Costa;191,63;12,84;
PI;2205409;Joaquim Pires;163,33;7,65;
PI;2205458;Joca Marques;181,17;7,39;
PI;2205508;José de Freitas;316,27;17,18;
PI;2205516;Juazeiro do Piauí;206,61;13,92;
PI;2205524;Júlio Borges;179,61;17,51;
PI;2205532;Jurema;191,96;10,6;
PI;2205540;Lagoinha do Piauí;262,04;11,56;
PI;2205557;Lagoa Alegre;227,89;12,6;
PI;2205565;Lagoa do Barro do Piauí;152,61;8,92;
PI;2205573;Lagoa de São Francisco;178,26;9,82;
PI;2205581;Lagoa do Piauí;242,33;13,57;
PI;2205599;Lagoa do Sítio;183,92;12,16;
PI;2205607;Landri Sales;266,01;15,77;
PI;2205706;Luís Correia;236,9;10,33;
PI;2205805;Luzilândia;245,02;13,04;
PI;2205854;Madeiro;150,89;15,72;
PI;2205904;Manoel Emídio;222,62;19,35;
PI;2205953;Marcolândia;291,91;14,1;
PI;2206001;Marcos Parente;295,66;17,86;
PI;2206050;Massapê do Piauí;195,88;9,44;
PI;2206100;Matias Olímpio;204,46;14,09;
PI;2206209;Miguel Alves;220,05;9,55;
PI;2206308;Miguel Leão;294,48;17,89;
PI;2206357;Milton Brandão;154,73;7,05;
PI;2206407;Monsenhor Gil;273,95;15,3;
PI;2206506;Monsenhor Hipólito;315,6;11,67;
PI;2206605;Monte Alegre do Piauí;217,23;16,58;
PI;2206654;Morro Cabeça no Tempo;150,52;10,67;
PI;2206670;Morro do Chapéu do Piauí;225,37;8,81;
PI;2206696;Murici dos Portelas;167,87;7,21;
PI;2206704;Nazaré do Piauí;218,07;12,63;
PI;2206720;Nazária;;;
PI;2206753;Nossa Senhora de Nazaré;256,22;11,37;
PI;2206803;Nossa Senhora dos Remédios;183,4;11,36;
PI;2206902;Novo Oriente do Piauí;240,65;9,24;
PI;2206951;Novo Santo Antônio;224,54;10,19;
PI;2207009;Oeiras;376,95;21,67;
PI;2207108;Olho D'Água do Piauí;225,8;17,6;
PI;2207207;Padre Marcos;217,66;8,81;
PI;2207306;Paes Landim;225,53;17,27;
PI;2207355;Pajeú do Piauí;261,36;8,75;
PI;2207405;Palmeira do Piauí;278,54;12,47;
PI;2207504;Palmeirais;197,04;12,2;
PI;2207553;Paquetá;202,6;7,11;
PI;2207603;Parnaguá;211,44;15,26;
PI;2207702;Parnaíba;479,58;31,91;
PI;2207751;Passagem Franca do Piauí;323,31;10,8;
PI;2207777;Patos do Piauí;215,75;11,81;
PI;2207793;Pau D'Arco do Piauí;167,01;7,57;
PI;2207801;Paulistana;327,06;17,34;
PI;2207850;Pavussu;193,61;9,11;
PI;2207900;Pedro II;270,17;13,26;
PI;2207934;Pedro Laurentino;157,24;13,96;
PI;2207959;Nova Santa Rita;202,99;9,94;
PI;2208007;Picos;563,88;30,53;
PI;2208106;Pimenteiras;249,17;13,07;
PI;2208205;Pio IX;227,79;11,01;
PI;2208304;Piracuruca;286,63;14,94;
PI;2208403;Piripiri;380,67;19,46;
PI;2208502;Porto;226,34;13,4;
PI;2208551;Porto Alegre do Piauí;228,65;15,28;
PI;2208601;Prata do Piauí;212,64;11,09;
PI;2208650;Queimada Nova;168,78;9,39;
PI;2208700;Redenção do Gurguéia;255,92;18,24;
PI;2208809;Regeneração;299,65;15,21;
PI;2208858;Riacho Frio;161,99;14,22;
PI;2208874;Ribeira do Piauí;185,05;10,33;
PI;2208908;Ribeiro Gonçalves;274,79;16,79;
PI;2209005;Rio Grande do Piauí;248,87;14,78;
PI;2209104;Santa Cruz do Piauí;278,49;18,5;
PI;2209153;Santa Cruz dos Milagres;208,49;13,8;
PI;2209203;Santa Filomena;216,61;14,25;
PI;2209302;Santa Luz;228,71;16,22;
PI;2209351;Santana do Piauí;228,52;11,07;
PI;2209377;Santa Rosa do Piauí;229,29;12,9;
PI;2209401;Santo Antônio de Lisboa;329,44;14,6;
PI;2209450;Santo Antônio dos Milagres;208,58;26,34;
PI;2209500;Santo Inácio do Piauí;235,42;16,24;
PI;2209559;São Braz do Piauí;220,96;12,94;
PI;2209609;São Félix do Piauí;309,48;14,61;
PI;2209658;São Francisco de Assis do Piauí;141,81;5,51;
PI;2209708;São Francisco do Piauí;256,79;10,58;
PI;2209757;São Gonçalo do Gurguéia;281,43;15,48;
PI;2209807;São Gonçalo do Piauí;227,37;21,07;
PI;2209856;São João da Canabrava;229,34;11,63;
PI;2209872;São João da Fronteira;198,13;10,29;
PI;2209906;São João da Serra;237,11;13,81;
PI;2209955;São João da Varjota;224,99;13,45;
PI;2209971;São João do Arraial;174,82;7,79;
PI;2210003;São João do Piauí;368,36;23,5;
PI;2210052;São José do Divino;214,48;11,77;
PI;2210102;São José do Peixe;242,73;12,83;
PI;2210201;São José do Piauí;275,18;11,36;
PI;2210300;São Julião;321,2;16,01;
PI;2210359;São Lourenço do Piauí;261,24;13,17;
PI;2210375;São Luis do Piauí;202,89;13,14;
PI;2210383;São Miguel da Baixa Grande;256,03;15,28;
PI;2210391;São Miguel do Fidalgo;185,84;11,39;
PI;2210409;São Miguel do Tapuio;189,01;9,96;
PI;2210508;São Pedro do Piauí;249,23;18,18;
PI;2210607;São Raimundo Nonato;406,2;24,99;
PI;2210623;Sebastião Barros;189,25;12,23;
PI;2210631;Sebastião Leal;198,01;8,32;
PI;2210656;Sigefredo Pacheco;200,91;12,99;
PI;2210706;Simões;261,23;12,52;
PI;2210805;Simplício Mendes;362,56;20,07;
PI;2210904;Socorro do Piauí;195,08;16,15;
PI;2210938;Sussuapara;265,42;12,56;
PI;2210953;Tamboril do Piauí;189,63;12,32;
PI;2210979;Tanque do Piauí;250,37;15,56;
PI;2211001;Teresina;757,57;43,73;
PI;2211100;União;232,7;14,3;
PI;2211209;Uruçuí;364,39;21;
PI;2211308;Valença do Piauí;380,19;23,71;
PI;2211357;Várzea Branca;201,49;10,97;
PI;2211407;Várzea Grande;251,64;15;
PI;2211506;Vera Mendes;173,56;9,56;
PI;2211605;Vila Nova do Piauí;259,38;13,4;
PI;2211704;Wall Ferraz;195,12;10,23;
PR;4100103;Abatiá;535,86;21,63;
PR;4100202;Adrianópolis;440,79;19,35;
PR;4100301;Agudos do Sul;519,63;19,64;
PR;4100400;Almirante Tamandaré;646,02;27,11;
PR;4100459;Altamira do Paraná;506,31;20,54;
PR;4100509;Altônia;585,49;23,85;
PR;4100608;Alto Paraná;548,25;20,4;
PR;4100707;Alto Piquiri;515,07;17,59;
PR;4100806;Alvorada do Sul;605,41;26,97;
PR;4100905;Amaporã;441,01;21,79;
PR;4101002;Ampére;618,76;24,77;
PR;4101051;Anahy;520,88;21,52;
PR;4101101;Andirá;587,51;27,98;
PR;4101150;Ângulo;641,37;25,9;
PR;4101200;Antonina;572,38;25,42;
PR;4101309;Antônio Olinto;393,68;12,16;
PR;4101408;Apucarana;804,81;33,63;
PR;4101507;Arapongas;855,02;33,44;
PR;4101606;Arapoti;684,8;31,84;
PR;4101655;Arapuã;424,27;16,89;
PR;4101705;Araruna;566,78;25,6;
PR;4101804;Araucária;814,39;31,72;
PR;4101853;Ariranha do Ivaí;420,24;18,58;
PR;4101903;Assaí;723,56;34,3;
PR;4102000;Assis Chateaubriand;676,1;27,39;
PR;4102109;Astorga;875,14;28,26;
PR;4102208;Atalaia;649,55;30,82;
PR;4102307;Balsa Nova;652,54;25,52;
PR;4102406;Bandeirantes;679,72;31,94;
PR;4102505;Barbosa Ferraz;507,7;23,16;
PR;4102604;Barracão;688,92;21,82;
PR;4102703;Barra do Jacaré;543,58;36,3;
PR;4102752;Bela Vista da Caroba;507,41;13,25;
PR;4102802;Bela Vista do Paraíso;710,14;25,34;
PR;4102901;Bituruna;443,43;16,59;
PR;4103008;Boa Esperança;575,77;26,19;
PR;4103024;Boa Esperança do Iguaçu;527,03;20,99;
PR;4103040;Boa Ventura de São Roque;415,44;17,22;
PR;4103057;Boa Vista da Aparecida;510,39;18,88;
PR;4103107;Bocaiúva do Sul;547,26;18,17;
PR;4103156;Bom Jesus do Sul;430,51;17,25;
PR;4103206;Bom Sucesso;592,27;24,38;
PR;4103222;Bom Sucesso do Sul;639,33;22,43;
PR;4103305;Borrazópolis;604,08;27,72;
PR;4103354;Braganey;580,75;23,61;
PR;4103370;Brasilândia do Sul;550,58;18,27;
PR;4103404;Cafeara;560,67;26,62;
PR;4103453;Cafelândia;721,38;32,46;
PR;4103479;Cafezal do Sul;569,82;21,12;
PR;4103503;Califórnia;698,38;27,21;
PR;4103602;Cambará;666,89;33,29;
PR;4103701;Cambé;723,34;29,74;
PR;4103800;Cambira;630,19;28,23;
PR;4103909;Campina da Lagoa;540,04;26,23;
PR;4103958;Campina do Simão;330,48;12,01;
PR;4104006;Campina Grande do Sul;671,29;29,01;
PR;4104055;Campo Bonito;585,04;17,52;
PR;4104105;Campo do Tenente;488,06;20,6;
PR;4104204;Campo Largo;749,21;30,64;
PR;4104253;Campo Magro;567,04;23,02;
PR;4104303;Campo Mourão;843,42;37,17;
PR;4104402;Cândido de Abreu;438,62;14,52;
PR;4104428;Candói;472,4;15,2;
PR;4104451;Cantagalo;424,57;14,88;
PR;4104501;Capanema;701,11;20,28;
PR;4104600;Capitão Leônidas Marques;670,16;25,66;
PR;4104659;Carambeí;711,5;28,69;
PR;4104709;Carlópolis;608,82;26,01;
PR;4104808;Cascavel;1003,38;41,21;
PR;4104907;Castro;639,54;27,04;
PR;4105003;Catanduvas;539,43;17,15;
PR;4105102;Centenário do Sul;571,32;21,01;
PR;4105201;Cerro Azul;342,88;9,56;
PR;4105300;Céu Azul;759,41;27,09;
PR;4105409;Chopinzinho;802,23;24,35;
PR;4105508;Cianorte;837,13;33,5;
PR;4105607;Cidade Gaúcha;671,1;29,57;
PR;4105706;Clevelândia;696,71;23,61;
PR;4105805;Colombo;682,85;29,2;
PR;4105904;Colorado;833,7;33,03;
PR;4106001;Congonhinhas;471,57;18,63;
PR;4106100;Conselheiro Mairinck;534,5;26,33;
PR;4106209;Contenda;612,8;21,19;
PR;4106308;Corbélia;743,65;27,56;
PR;4106407;Cornélio Procópio;828,19;40,26;
PR;4106456;Coronel Domingos Soares;353,16;15;
PR;4106506;Coronel Vivida;679,98;25,75;
PR;4106555;Corumbataí do Sul;409,02;13,05;
PR;4106571;Cruzeiro do Iguaçu;636,1;20,86;
PR;4106605;Cruzeiro do Oeste;617,44;27,33;
PR;4106704;Cruzeiro do Sul;558,9;24,25;
PR;4106803;Cruz Machado;414,98;14,59;
PR;4106852;Cruzmaltina;456,21;22,28;
PR;4106902;Curitiba;1581,04;55,95;
PR;4107009;Curiúva;455,24;14,53;
PR;4107108;Diamante do Norte;619,39;30,87;
PR;4107124;Diamante do Sul;344,73;12,84;
PR;4107157;Diamante D'Oeste;447,57;16,2;
PR;4107207;Dois Vizinhos;836,1;31,72;
PR;4107256;Douradina;708,51;29,35;
PR;4107306;Doutor Camargo;639,19;29,04;
PR;4107405;Enéas Marques;948,7;21,97;
PR;4107504;Engenheiro Beltrão;629,05;30,43;
PR;4107520;Esperança Nova;584,46;22,56;
PR;4107538;Entre Rios do Oeste;1013,75;27,72;
PR;4107546;Espigão Alto do Iguaçu;409,12;14,21;
PR;4107553;Farol;521,09;20,61;
PR;4107603;Faxinal;612,79;27,04;
PR;4107652;Fazenda Rio Grande;677,31;25,5;
PR;4107702;Fênix;514,41;24,55;
PR;4107736;Fernandes Pinheiro;446,98;14,84;
PR;4107751;Figueira;551,93;21,96;
PR;4107801;Floraí;792,48;25,74;
PR;4107850;Flor da Serra do Sul;549,7;13,68;
PR;4107900;Floresta;649,71;33,97;
PR;4108007;Florestópolis;555,82;23,81;
PR;4108106;Flórida;652,52;29,23;
PR;4108205;Formosa do Oeste;593,44;25,84;
PR;4108304;Foz do Iguaçu;842,26;38,11;
PR;4108320;Francisco Alves;512,87;18,25;
PR;4108403;Francisco Beltrão;895,36;38,34;
PR;4108452;Foz do Jordão;467,65;14,77;
PR;4108502;General Carneiro;423,27;17,56;
PR;4108551;Godoy Moreira;434,45;14,38;
PR;4108601;Goioerê;707,58;30,81;
PR;4108650;Goioxim;320,16;11,14;
PR;4108700;Grandes Rios;455,19;18,59;
PR;4108809;Guaíra;795,84;31,53;
PR;4108908;Guairaçá;614,06;21,76;
PR;4108957;Guamiranga;478,34;13,82;
PR;4109005;Guapirama;505,91;23,85;
PR;4109104;Guaporema;572,72;25,3;
PR;4109203;Guaraci;595,93;22,98;
PR;4109302;Guaraniaçu;614,94;18,63;
PR;4109401;Guarapuava;750,09;32,01;
PR;4109500;Guaraqueçaba;307,8;16,77;
PR;4109609;Guaratuba;782,92;33,28;
PR;4109658;Honório Serpa;443,83;17,18;
PR;4109708;Ibaiti;787,74;25,74;
PR;4109757;Ibema;499,24;19,51;
